FIPSCode,LocationType,Location,ParentCounty,TypeofSchool,StaffResponse,TimeFrame,DataFormat,Data
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Some Students,2011_2013,Percent,23.8
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Few Students,2011_2013,Percent,2.2
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Almost No Students,2011_2013,Percent,0.0
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Nearly All Students,2013_2015,Percent,N_A
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Most Students,2013_2015,Percent,N_A
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Some Students,2013_2015,Percent,N_A
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Few Students,2013_2015,Percent,N_A
06626370,School District,Mt. Diablo Unified,Contra Costa County,Elementary School,Almost No Students,2013_2015,Percent,N_A
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Nearly All Students,2011_2013,Percent,S
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Most Students,2011_2013,Percent,S
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Some Students,2011_2013,Percent,S
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Few Students,2011_2013,Percent,S
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Almost No Students,2011_2013,Percent,S
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Nearly All Students,2013_2015,Percent,8.6
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Most Students,2013_2015,Percent,51.5
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Some Students,2013_2015,Percent,33.4
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Few Students,2013_2015,Percent,5.7
06632550,School District,West Contra Costa Unified,Contra Costa County,Elementary School,Almost No Students,2013_2015,Percent,0.7
06635130,School District,San Ramon Valley Unified,Contra Costa County,Elementary School,Nearly All Students,2011_2013,Percent,30.5
06635130,School District,San Ramon Valley Unified,Contra Costa County,Elementary School,Most Students,2011_2013,Percent,60.2
06635130,School District,San Ramon Valley Unified,Contra Costa County,Elementary School,Some Students,2011_2013,Percent,8.9
06635130,School District,San Ramon Valley Unified,Contra Costa County,Elementary School,Few Students,2011_2013,Percent,0.4
06635130,School District,San Ramon Valley Unified,Contra Costa County,Elementary School,Almost No Students,2011_2013,Percent,0.0
06641250,School District,Walnut Creek Elementary,Contra Costa County,Elementary School,Nearly All Students,2011_2013,Percent,28.4
06641250,School District,Walnut Creek Elementary,Contra Costa County,Elementary School,Most Students,2011_2013,Percent,67.2
06641250,School District,Walnut Creek Elementary,Contra Costa County,Elementary School,Some Students,2011_2013,Percent,4.5
06641250,School District,Walnut Creek Elementary,Contra Costa County,Elementary School,Few Students,2011_2013,Percent,0.0
06641250,School District,Walnut Creek Elementary,Contra Costa County,Elementary School,Almost No Students,2011_2013,Percent,0.0
06015,County,Del Norte County,,Elementary School,Nearly All Students,2011_2013,Percent,4.2
06015,County,Del Norte County,,Elementary School,Most Students,2011_2013,Percent,50.0
06015,County,Del Norte County,,Elementary School,Some Students,2011_2013,Percent,37.5
06015,County,Del Norte County,,Elementary School,Few Students,2011_2013,Percent,8.3
06015,County,Del Norte County,,Elementary School,Almost No Students,2011_2013,Percent,0.0
06015,County,Del Norte County,,Elementary School,Nearly All Students,2013_2015,Percent,14.3
06015,County,Del Norte County,,Elementary School,Most Students,2013_2015,Percent,50.0
06015,County,Del Norte County,,Elementary School,Some Students,2013_2015,Percent,35.7
06015,County,Del Norte County,,Elementary School,Few Students,2013_2015,Percent,0.0
06015,County,Del Norte County,,Elementary School,Almost No Students,2013_2015,Percent,0.0
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Nearly All Students,2011_2013,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Most Students,2011_2013,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Some Students,2011_2013,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Few Students,2011_2013,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Almost No Students,2011_2013,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Nearly All Students,2013_2015,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Most Students,2013_2015,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Some Students,2013_2015,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Few Students,2013_2015,Percent,N_A
06691063,School District,Del Norte County Office of Education,Del Norte County,Elementary School,Almost No Students,2013_2015,Percent,N_A
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Nearly All Students,2011_2013,Percent,4.2
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Most Students,2011_2013,Percent,50.0
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Some Students,2011_2013,Percent,37.5
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Few Students,2011_2013,Percent,8.3
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Almost No Students,2011_2013,Percent,0.0
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Nearly All Students,2013_2015,Percent,14.3
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Most Students,2013_2015,Percent,50.0
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Some Students,2013_2015,Percent,35.7
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Few Students,2013_2015,Percent,0.0
06610770,School District,Del Norte County Unified,Del Norte County,Elementary School,Almost No Students,2013_2015,Percent,0.0
06017,County,El Dorado County,,Elementary School,Nearly All Students,2011_2013,Percent,S
06017,County,El Dorado County,,Elementary School,Most Students,2011_2013,Percent,S
06017,County,El Dorado County,,Elementary School,Some Students,2011_2013,Percent,S
06017,County,El Dorado County,,Elementary School,Few Students,2011_2013,Percent,S
06017,County,El Dorado County,,Elementary School,Almost No Students,2011_2013,Percent,S
06017,County,El Dorado County,,Elementary School,Nearly All Students,2013_2015,Percent,S
06017,County,El Dorado County,,Elementary School,Most Students,2013_2015,Percent,S
06017,County,El Dorado County,,Elementary School,Some Students,2013_2015,Percent,S
06017,County,El Dorado County,,Elementary School,Few Students,2013_2015,Percent,S
06017,County,El Dorado County,,Elementary School,Almost No Students,2013_2015,Percent,S
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Nearly All Students,2011_2013,Percent,26.9
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Most Students,2011_2013,Percent,66.3
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Some Students,2011_2013,Percent,5.8
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Few Students,2011_2013,Percent,1.0
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Almost No Students,2011_2013,Percent,0.0
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Nearly All Students,2013_2015,Percent,27.0
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Most Students,2013_2015,Percent,63.5
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Some Students,2013_2015,Percent,7.9
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Few Students,2013_2015,Percent,1.6
06606270,School District,Buckeye Union Elementary,El Dorado County,Elementary School,Almost No Students,2013_2015,Percent,0.0
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Nearly All Students,2011_2013,Percent,16.7
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Most Students,2011_2013,Percent,50.0
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Some Students,2011_2013,Percent,33.3
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Few Students,2011_2013,Percent,0.0
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Almost No Students,2011_2013,Percent,0.0
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Nearly All Students,2013_2015,Percent,7.7
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Most Students,2013_2015,Percent,53.8
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Some Students,2013_2015,Percent,38.5
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Few Students,2013_2015,Percent,0.0
06607170,School District,Camino Union Elementary,El Dorado County,Elementary School,Almost No Students,2013_2015,Percent,0.0
06612070,School District,El Dorado Union High,El Dorado County,Elementary School,Nearly All Students,2013_2015,Percent,N_A
06612070,School District,El Dorado Union High,El Dorado County,Elementary School,Most Students,2013_2015,Percent,N_A
06612070,School District,El Dorado Union High,El Dorado County,Elementary School,Some Students,2013_2015,Percent,N_A
06612070,School District,El Dorado Union High,El Dorado County,Elementary School,Few Students,2013_2015,Percent,N_A
06612070,School District,El Dorado Union High,El Dorado County,Elementary School,Almost No Students,2013_2015,Percent,N_A
06620640,School District,Lake Tahoe Unified,El Dorado County,Elementary School,Nearly All Students,2011_2013,Percent,N_A
06620640,School District,Lake Tahoe Unified,El Dorado County,Elementary School,Most Students,2011_2013,Percent,N_A
06620640,School District,Lake Tahoe Unified,El Dorado County,Elementary School,Some Students,2011_2013,Percent,N_A
06620640,School District,Lake Tahoe Unified,El Dorado County,Elementary School,Few Students,2011_2013,Percent,N_A
06620640,School District,Lake Tahoe Unified,El Dorado County,Elementary School,Almost No Students,2011_2013,Percent,N_A
06630780,School District,Placerville Union Elementary,El Dorado County,Elementary School,Nearly All Students,2011_2013,Percent,0.0
